area_name,area_type,year,month,seasonally_adjusted(y/n),status,labor_force,employment,unemployment,unemployment_rate
San Luis Obispo County,County,2019,Annual,N,Final,134800,130700,4100,3.0
San Luis Obispo County,County,2020,Annual,N,Final,129300,118800,10500,8.1
San Luis Obispo County,County,2021,Annual,N,Final,130000,122900,7200,5.5
San Luis Obispo County,County,2022,Annual,N,Final,131100,126900,4200,3.2
San Luis Obispo County,County,2023,Annual,N,Final,132500,127700,4700,3.6
San Luis Obispo County,County,2024,Annual,N,Final,132300,126900,5400,4.1
San Mateo County,County,1990,Annual,N,Final,370600,360900,9700,2.6
San Mateo County,County,1991,Annual,N,Final,367000,352200,14700,4.0
San Mateo County,County,1992,Annual,N,Final,368100,349200,18900,5.1
San Mateo County,County,1993,Annual,N,Final,368200,349400,18800,5.1
San Mateo County,County,1994,Annual,N,Final,369100,351600,17500,4.7
San Mateo County,County,1995,Annual,N,Final,366600,351100,15500,4.2
San Mateo County,County,1996,Annual,N,Final,374200,361300,12900,3.4
San Mateo County,County,1997,Annual,N,Final,384100,373600,10500,2.7
San Mateo County,County,1998,Annual,N,Final,391600,381900,9600,2.5
San Mateo County,County,1999,Annual,N,Final,395200,387400,7900,2.0
San Mateo County,County,2000,Annual,N,Final,398600,387200,11300,2.8
San Mateo County,County,2001,Annual,N,Final,392900,377900,15100,3.8
San Mateo County,County,2002,Annual,N,Final,378600,357000,21600,5.7
San Mateo County,County,2003,Annual,N,Final,368000,346400,21600,5.9
San Mateo County,County,2004,Annual,N,Final,362800,345300,17600,4.8
San Mateo County,County,2005,Annual,N,Final,362500,347100,15300,4.2
San Mateo County,County,2006,Annual,N,Final,366900,353500,13400,3.7
San Mateo County,County,2007,Annual,N,Final,373200,359100,14100,3.8
San Mateo County,County,2008,Annual,N,Final,376200,357800,18400,4.9
San Mateo County,County,2009,Annual,N,Final,378500,346300,32200,8.5
San Mateo County,County,2010,Annual,N,Final,393200,360100,33100,8.4
San Mateo County,County,2011,Annual,N,Final,398300,368400,29900,7.5
San Mateo County,County,2012,Annual,N,Final,410900,384400,26400,6.4
San Mateo County,County,2013,Annual,N,Final,416800,394700,22100,5.3
San Mateo County,County,2014,Annual,N,Final,426300,408100,18200,4.3
San Mateo County,County,2015,Annual,N,Final,434400,419600,14900,3.4
San Mateo County,County,2016,Annual,N,Final,412200,398600,13600,3.3
San Mateo County,County,2017,Annual,N,Final,415300,403000,12200,2.9
San Mateo County,County,2018,Annual,N,Final,420200,410100,10100,2.4
San Mateo County,County,2019,Annual,N,Final,427800,418300,9500,2.2
San Mateo County,County,2020,Annual,N,Final,409900,379600,30300,7.4
San Mateo County,County,2021,Annual,N,Final,410500,390700,19900,4.8
San Mateo County,County,2022,Annual,N,Final,425400,414500,10900,2.6
San Mateo County,County,2023,Annual,N,Final,422700,409600,13100,3.1
San Mateo County,County,2024,Annual,N,Final,417300,402200,15100,3.6
Santa Barbara County,County,1990,Annual,N,Final,192700,183300,9400,4.9
Santa Barbara County,County,1991,Annual,N,Final,195100,183400,11700,6.0
Santa Barbara County,County,1992,Annual,N,Final,193000,178600,14400,7.5
Santa Barbara County,County,1993,Annual,N,Final,192800,177900,14900,7.8
Santa Barbara County,County,1994,Annual,N,Final,195000,180800,14200,7.3
Santa Barbara County,County,1995,Annual,N,Final,191400,178600,12900,6.7
Santa Barbara County,County,1996,Annual,N,Final,190200,179100,11100,5.9
Santa Barbara County,County,1997,Annual,N,Final,194100,184200,9900,5.1
Santa Barbara County,County,1998,Annual,N,Final,194700,186000,8600,4.4
Santa Barbara County,County,1999,Annual,N,Final,197600,189900,7800,3.9
Santa Barbara County,County,2000,Annual,N,Final,202600,193800,8800,4.3
Santa Barbara County,County,2001,Annual,N,Final,203100,194100,9000,4.4
Santa Barbara County,County,2002,Annual,N,Final,205600,194900,10700,5.2
Santa Barbara County,County,2003,Annual,N,Final,208500,197900,10600,5.1
Santa Barbara County,County,2004,Annual,N,Final,211800,201800,10000,4.7
Santa Barbara County,County,2005,Annual,N,Final,214500,205200,9300,4.3
Santa Barbara County,County,2006,Annual,N,Final,212600,204000,8600,4.0
Santa Barbara County,County,2007,Annual,N,Final,215600,206300,9300,4.3
Santa Barbara County,County,2008,Annual,N,Final,220300,208300,12100,5.5
Santa Barbara County,County,2009,Annual,N,Final,222500,203500,19000,8.5
Santa Barbara County,County,2010,Annual,N,Final,212400,191600,20800,9.8
Santa Barbara County,County,2011,Annual,N,Final,212200,192300,19900,9.4
Santa Barbara County,County,2012,Annual,N,Final,215400,197300,18100,8.4
Santa Barbara County,County,2013,Annual,N,Final,216700,200900,15800,7.3
Santa Barbara County,County,2014,Annual,N,Final,217600,204100,13500,6.2
Santa Barbara County,County,2015,Annual,N,Final,217300,205700,11500,5.3
Santa Barbara County,County,2016,Annual,N,Final,218100,207200,11000,5.0
Santa Barbara County,County,2017,Annual,N,Final,217400,207600,9800,4.5
Santa Barbara County,County,2018,Annual,N,Final,219400,210900,8500,3.9
Santa Barbara County,County,2019,Annual,N,Final,221400,213300,8100,3.7
Santa Barbara County,County,2020,Annual,N,Final,216100,198300,17700,8.2
Santa Barbara County,County,2021,Annual,N,Final,215200,202700,12500,5.8
Santa Barbara County,County,2022,Annual,N,Final,217900,210000,7900,3.6
Santa Barbara County,County,2023,Annual,N,Final,220000,211100,8900,4.0
Santa Barbara County,County,2024,Annual,N,Final,221300,211400,9900,4.5
Santa Clara County,County,1990,Annual,N,Final,853200,819400,33800,4.0
Santa Clara County,County,1991,Annual,N,Final,842700,794000,48600,5.8
Santa Clara County,County,1992,Annual,N,Final,846600,788300,58400,6.9
Santa Clara County,County,1993,Annual,N,Final,846500,787700,58800,6.9
Santa Clara County,County,1994,Annual,N,Final,850700,796600,54000,6.4
Santa Clara County,County,1995,Annual,N,Final,859400,817000,42300,4.9
Santa Clara County,County,1996,Annual,N,Final,890700,857800,32900,3.7
Santa Clara County,County,1997,Annual,N,Final,929900,901300,28700,3.1
Santa Clara County,County,1998,Annual,N,Final,952800,921900,30900,3.2
Santa Clara County,County,1999,Annual,N,Final,958200,928800,29400,3.1
Santa Clara County,County,2000,Annual,N,Final,941600,912700,28900,3.1
Santa Clara County,County,2001,Annual,N,Final,939800,891900,48000,5.1
Santa Clara County,County,2002,Annual,N,Final,889000,814100,74900,8.4
Santa Clara County,County,2003,Annual,N,Final,846800,775600,71200,8.4
Santa Clara County,County,2004,Annual,N,Final,824700,771800,52900,6.4
Santa Clara County,County,2005,Annual,N,Final,820300,776800,43500,5.3
Santa Clara County,County,2006,Annual,N,Final,828200,791200,37000,4.5
Santa Clara County,County,2007,Annual,N,Final,851800,812200,39700,4.7
Santa Clara County,County,2008,Annual,N,Final,877900,825100,52800,6.0
Santa Clara County,County,2009,Annual,N,Final,885900,788700,97100,11.0
Santa Clara County,County,2010,Annual,N,Final,927400,830000,97400,10.5
Santa Clara County,County,2011,Annual,N,Final,936100,849000,87100,9.3
Santa Clara County,County,2012,Annual,N,Final,955700,880100,75600,7.9
Santa Clara County,County,2013,Annual,N,Final,969100,905800,63300,6.5
Santa Clara County,County,2014,Annual,N,Final,988700,937000,51600,5.2
Santa Clara County,County,2015,Annual,N,Final,1012700,970500,42200,4.2
Santa Clara County,County,2016,Annual,N,Final,1013200,973900,39300,3.9
Santa Clara County,County,2017,Annual,N,Final,1021800,987900,34000,3.3
Santa Clara County,County,2018,Annual,N,Final,1023300,995500,27800,2.7
Santa Clara County,County,2019,Annual,N,Final,1028000,1001300,26700,2.6
Santa Clara County,County,2020,Annual,N,Final,1002000,929100,72900,7.3
Santa Clara County,County,2021,Annual,N,Final,987300,938600,48700,4.9
Santa Clara County,County,2022,Annual,N,Final,1009200,981200,28100,2.8
Santa Clara County,County,2023,Annual,N,Final,1021900,985800,36200,3.5
Santa Clara County,County,2024,Annual,N,Final,1023200,980900,42300,4.1
Santa Cruz County,County,1990,Annual,N,Final,135800,126000,9800,7.2
Santa Cruz County,County,1991,Annual,N,Final,137400,125100,12300,9.0
Santa Cruz County,County,1992,Annual,N,Final,139000,125400,13600,9.8
Santa Cruz County,County,1993,Annual,N,Final,140300,125600,14700,10.5
Santa Cruz County,County,1994,Annual,N,Final,140500,126700,13800,9.9
Santa Cruz County,County,1995,Annual,N,Final,138500,125600,12900,9.3
Santa Cruz County,County,1996,Annual,N,Final,138200,126400,11900,8.6
Santa Cruz County,County,1997,Annual,N,Final,140700,129500,11100,7.9
Santa Cruz County,County,1998,Annual,N,Final,140400,130100,10300,7.3
Santa Cruz County,County,1999,Annual,N,Final,138800,129900,8900,6.4
Santa Cruz County,County,2000,Annual,N,Final,148500,141000,7500,5.1
Santa Cruz County,County,2001,Annual,N,Final,150400,141700,8600,5.7
Santa Cruz County,County,2002,Annual,N,Final,147800,136800,11000,7.4
Santa Cruz County,County,2003,Annual,N,Final,144700,133300,11300,7.8
Santa Cruz County,County,2004,Annual,N,Final,144000,133900,10100,7.0
Santa Cruz County,County,2005,Annual,N,Final,143900,134900,9000,6.3
Santa Cruz County,County,2006,Annual,N,Final,144200,136100,8100,5.6
Santa Cruz County,County,2007,Annual,N,Final,146100,137600,8600,5.9
Santa Cruz County,County,2008,Annual,N,Final,147600,136700,10900,7.4
Santa Cruz County,County,2009,Annual,N,Final,149500,132400,17200,11.5
Santa Cruz County,County,2010,Annual,N,Final,141900,122800,19000,13.4
Santa Cruz County,County,2011,Annual,N,Final,140800,122400,18400,13.1
Santa Cruz County,County,2012,Annual,N,Final,141700,124900,16800,11.9
Santa Cruz County,County,2013,Annual,N,Final,141700,127000,14700,10.4
Santa Cruz County,County,2014,Annual,N,Final,142200,129600,12600,8.9
Santa Cruz County,County,2015,Annual,N,Final,143300,132500,10800,7.5
Santa Cruz County,County,2016,Annual,N,Final,145300,135200,10000,6.9
Santa Cruz County,County,2017,Annual,N,Final,144200,136000,8200,5.7
Santa Cruz County,County,2018,Annual,N,Final,142500,135500,7000,4.9
Santa Cruz County,County,2019,Annual,N,Final,142500,135600,6900,4.9
Santa Cruz County,County,2020,Annual,N,Final,135700,122700,13000,9.6
Santa Cruz County,County,2021,Annual,N,Final,133000,124000,8900,6.7
Santa Cruz County,County,2022,Annual,N,Final,133900,127500,6400,4.8
Santa Cruz County,County,2023,Annual,N,Final,135100,127700,7500,5.5
Santa Cruz County,County,2024,Annual,N,Final,136100,128000,8100,5.9
Shasta County,County,1990,Annual,N,Final,67800,61900,5800,8.6
Shasta County,County,1991,Annual,N,Final,68300,60800,7500,11.0
Shasta County,County,1992,Annual,N,Final,72900,63300,9600,13.2
Shasta County,County,1993,Annual,N,Final,73100,63900,9200,12.6
Shasta County,County,1994,Annual,N,Final,72500,63600,8800,12.2
Shasta County,County,1995,Annual,N,Final,72000,63800,8200,11.3
Shasta County,County,1996,Annual,N,Final,71800,64600,7300,10.1
Shasta County,County,1997,Annual,N,Final,72600,65900,6700,9.3
Shasta County,County,1998,Annual,N,Final,72100,65600,6500,9.1
Shasta County,County,1999,Annual,N,Final,72200,67000,5100,7.1
Shasta County,County,2000,Annual,N,Final,74900,70400,4500,6.0
Shasta County,County,2001,Annual,N,Final,77700,72700,4900,6.4
Shasta County,County,2002,Annual,N,Final,81500,75600,5900,7.2
Shasta County,County,2003,Annual,N,Final,82700,76400,6300,7.6
Shasta County,County,2004,Annual,N,Final,82700,76500,6300,7.6
Shasta County,County,2005,Annual,N,Final,82200,76300,5900,7.2
Shasta County,County,2006,Annual,N,Final,83100,77600,5500,6.6
Shasta County,County,2007,Annual,N,Final,83300,77100,6200,7.4
Shasta County,County,2008,Annual,N,Final,83400,75000,8400,10.1
Shasta County,County,2009,Annual,N,Final,85100,72500,12600,14.8
Shasta County,County,2010,Annual,N,Final,78600,65300,13300,16.9
Shasta County,County,2011,Annual,N,Final,76800,64500,12200,16.0
Shasta County,County,2012,Annual,N,Final,75800,65000,10800,14.2
Shasta County,County,2013,Annual,N,Final,75100,66100,9000,11.9
Shasta County,County,2014,Annual,N,Final,74800,67500,7300,9.7
Shasta County,County,2015,Annual,N,Final,74100,68400,5800,7.8
Shasta County,County,2016,Annual,N,Final,76400,71200,5200,6.8
Shasta County,County,2017,Annual,N,Final,76200,71800,4300,5.7
Shasta County,County,2018,Annual,N,Final,76000,72300,3700,4.9
Shasta County,County,2019,Annual,N,Final,76300,72800,3500,4.6
Shasta County,County,2020,Annual,N,Final,76600,70100,6500,8.5
Shasta County,County,2021,Annual,N,Final,76300,71200,5100,6.6
Shasta County,County,2022,Annual,N,Final,76200,72800,3400,4.5
Shasta County,County,2023,Annual,N,Final,78000,74200,3800,4.8
Shasta County,County,2024,Annual,N,Final,79300,75000,4200,5.3
Sierra County,County,1990,Annual,N,Final,1630,1450,180,10.9
Sierra County,County,1991,Annual,N,Final,1650,1470,180,10.9
Sierra County,County,1992,Annual,N,Final,1710,1520,190,11.2
Sierra County,County,1993,Annual,N,Final,1810,1610,200,11.1
Sierra County,County,1994,Annual,N,Final,1780,1590,180,10.2
Sierra County,County,1995,Annual,N,Final,1690,1530,160,9.7
Sierra County,County,1996,Annual,N,Final,1730,1530,200,11.3
Sierra County,County,1997,Annual,N,Final,1720,1540,180,10.5
Sierra County,County,1998,Annual,N,Final,1630,1440,190,11.8
Sierra County,County,1999,Annual,N,Final,1620,1470,150,9.2
Sierra County,County,2000,Annual,N,Final,1800,1700,100,5.8
Sierra County,County,2001,Annual,N,Final,1670,1540,130,7.5
Sierra County,County,2002,Annual,N,Final,1650,1500,140,8.7
Sierra County,County,2003,Annual,N,Final,1640,1490,160,9.4
Sierra County,County,2004,Annual,N,Final,1590,1430,150,9.7
Sierra County,County,2005,Annual,N,Final,1590,1460,130,8.3
Sierra County,County,2006,Annual,N,Final,1600,1480,120,7.4
Sierra County,County,2007,Annual,N,Final,1630,1500,130,7.9
Sierra County,County,2008,Annual,N,Final,1610,1440,170,10.6
Sierra County,County,2009,Annual,N,Final,1620,1370,250,15.4
Sierra County,County,2010,Annual,N,Final,1610,1360,250,15.4
Sierra County,County,2011,Annual,N,Final,1600,1360,240,14.9
Sierra County,County,2012,Annual,N,Final,1470,1250,210,14.4
Sierra County,County,2013,Annual,N,Final,1450,1260,190,12.8
Sierra County,County,2014,Annual,N,Final,1410,1270,140,10.2
Sierra County,County,2015,Annual,N,Final,1360,1240,120,8.7
Sierra County,County,2016,Annual,N,Final,1360,1250,100,7.7
Sierra County,County,2017,Annual,N,Final,1290,1210,90,6.7
Sierra County,County,2018,Annual,N,Final,1270,1190,80,6.2
Sierra County,County,2019,Annual,N,Final,1330,1260,70,5.5
Sierra County,County,2020,Annual,N,Final,1290,1180,110,8.4
Sierra County,County,2021,Annual,N,Final,1300,1220,80,6.3
Sierra County,County,2022,Annual,N,Final,1290,1230,60,4.5
Sierra County,County,2023,Annual,N,Final,1310,1240,70,5.0
Sierra County,County,2024,Annual,N,Final,1360,1290,70,5.4
Siskiyou County,County,1990,Annual,N,Final,19460,17080,2370,12.2
Siskiyou County,County,1991,Annual,N,Final,19160,16610,2550,13.3
Siskiyou County,County,1992,Annual,N,Final,19410,16350,3070,15.8
Siskiyou County,County,1993,Annual,N,Final,19300,16300,3000,15.5
Siskiyou County,County,1994,Annual,N,Final,19380,16650,2730,14.1
Siskiyou County,County,1995,Annual,N,Final,18830,16130,2700,14.3
Siskiyou County,County,1996,Annual,N,Final,18610,16040,2570,13.8
Siskiyou County,County,1997,Annual,N,Final,18540,16270,2260,12.2
Siskiyou County,County,1998,Annual,N,Final,18330,16010,2310,12.6
Siskiyou County,County,1999,Annual,N,Final,17590,15750,1840,10.4
Siskiyou County,County,2000,Annual,N,Final,19160,17730,1430,7.5
Siskiyou County,County,2001,Annual,N,Final,18980,17450,1540,8.1
Siskiyou County,County,2002,Annual,N,Final,19040,17330,1720,9.0
Siskiyou County,County,2003,Annual,N,Final,19290,17440,1850,9.6
Siskiyou County,County,2004,Annual,N,Final,19050,17240,1800,9.5
Siskiyou County,County,2005,Annual,N,Final,18760,17070,1690,9.0
Siskiyou County,County,2006,Annual,N,Final,18740,17250,1500,8.0
Siskiyou County,County,2007,Annual,N,Final,18970,17370,1600,8.4
Siskiyou County,County,2008,Annual,N,Final,19400,17420,1980,10.2
Siskiyou County,County,2009,Annual,N,Final,19900,16970,2930,14.7
Siskiyou County,County,2010,Annual,N,Final,19660,16320,3340,17.0
Siskiyou County,County,2011,Annual,N,Final,19360,16070,3290,17.0
Siskiyou County,County,2012,Annual,N,Final,18830,15880,2950,15.7
Siskiyou County,County,2013,Annual,N,Final,18250,15830,2420,13.3
Siskiyou County,County,2014,Annual,N,Final,18000,15980,2020,11.2
Siskiyou County,County,2015,Annual,N,Final,17890,16210,1680,9.4
Siskiyou County,County,2016,Annual,N,Final,17170,15640,1530,8.9
Siskiyou County,County,2017,Annual,N,Final,17080,15770,1310,7.6
Siskiyou County,County,2018,Annual,N,Final,16640,15460,1180,7.1
Siskiyou County,County,2019,Annual,N,Final,16480,15350,1130,6.9
Siskiyou County,County,2020,Annual,N,Final,16300,14600,1700,10.4
Siskiyou County,County,2021,Annual,N,Final,16020,14650,1360,8.5
Siskiyou County,County,2022,Annual,N,Final,15900,14930,970,6.1
Siskiyou County,County,2023,Annual,N,Final,16070,15010,1060,6.6
Siskiyou County,County,2024,Annual,N,Final,16280,15140,1140,7.0
Solano County,County,1990,Annual,N,Final,165000,157100,7900,4.8
Solano County,County,1991,Annual,N,Final,166700,156100,10500,6.3
Solano County,County,1992,Annual,N,Final,173100,160300,12900,7.4
Solano County,County,1993,Annual,N,Final,174600,160300,14300,8.2
Solano County,County,1994,Annual,N,Final,174800,161300,13500,7.7
Solano County,County,1995,Annual,N,Final,171500,157900,13600,7.9
Solano County,County,1996,Annual,N,Final,173300,159800,13500,7.8
Solano County,County,1997,Annual,N,Final,177800,166200,11700,6.6
Solano County,County,1998,Annual,N,Final,182100,172000,10100,5.6
Solano County,County,1999,Annual,N,Final,188900,180200,8800,4.6
Solano County,County,2000,Annual,N,Final,194400,185400,8900,4.6
Solano County,County,2001,Annual,N,Final,197200,188100,9100,4.6
Solano County,County,2002,Annual,N,Final,202600,190800,11800,5.8
Solano County,County,2003,Annual,N,Final,206100,193000,13100,6.3
Solano County,County,2004,Annual,N,Final,207100,195000,12000,5.8
Solano County,County,2005,Annual,N,Final,209800,198600,11200,5.3
Solano County,County,2006,Annual,N,Final,209500,199300,10200,4.9
Solano County,County,2007,Annual,N,Final,210300,199300,11000,5.2
Solano County,County,2008,Annual,N,Final,213200,198500,14700,6.9
Solano County,County,2009,Annual,N,Final,217200,193800,23400,10.8
Solano County,County,2010,Annual,N,Final,202600,176900,25700,12.7
Solano County,County,2011,Annual,N,Final,201400,176900,24500,12.2
Solano County,County,2012,Annual,N,Final,202100,180400,21700,10.7
Solano County,County,2013,Annual,N,Final,202500,184000,18500,9.2
Solano County,County,2014,Annual,N,Final,202600,187200,15400,7.6
Solano County,County,2015,Annual,N,Final,204900,192300,12600,6.1
Solano County,County,2016,Annual,N,Final,214000,202500,11500,5.4
Solano County,County,2017,Annual,N,Final,214800,204700,10000,4.7
Solano County,County,2018,Annual,N,Final,215900,207600,8300,3.8
Solano County,County,2019,Annual,N,Final,215500,207400,8000,3.7
Solano County,County,2020,Annual,N,Final,209900,190200,19700,9.4
Solano County,County,2021,Annual,N,Final,208200,193200,15000,7.2
Solano County,County,2022,Annual,N,Final,209700,201000,8700,4.1
Solano County,County,2023,Annual,N,Final,214000,204600,9400,4.4
Solano County,County,2024,Annual,N,Final,216300,205600,10800,5.0
Sonoma County,County,1990,Annual,N,Final,206500,198500,8000,3.9
Sonoma County,County,1991,Annual,N,Final,212100,200200,11900,5.6
Sonoma County,County,1992,Annual,N,Final,217200,201800,15400,7.1
Sonoma County,County,1993,Annual,N,Final,220000,205400,14600,6.6
Sonoma County,County,1994,Annual,N,Final,223600,210400,13200,5.9
Sonoma County,County,1995,Annual,N,Final,223300,211000,12400,5.5
Sonoma County,County,1996,Annual,N,Final,228900,218600,10300,4.5
Sonoma County,County,1997,Annual,N,Final,237700,228600,9100,3.8
Sonoma County,County,1998,Annual,N,Final,245500,237300,8200,3.3
Sonoma County,County,1999,Annual,N,Final,248900,242100,6800,2.7
Sonoma County,County,2000,Annual,N,Final,253500,245100,8400,3.3
Sonoma County,County,2001,Annual,N,Final,257900,248400,9500,3.7
Sonoma County,County,2002,Annual,N,Final,257300,244100,13200,5.1
Sonoma County,County,2003,Annual,N,Final,253700,239800,13900,5.5
Sonoma County,County,2004,Annual,N,Final,254900,242300,12600,4.9
Sonoma County,County,2005,Annual,N,Final,255000,243700,11300,4.4
Sonoma County,County,2006,Annual,N,Final,256000,245800,10200,4.0
Sonoma County,County,2007,Annual,N,Final,259900,248700,11200,4.3
Sonoma County,County,2008,Annual,N,Final,262300,247200,15100,5.8
Sonoma County,County,2009,Annual,N,Final,259600,234300,25300,9.7
Sonoma County,County,2010,Annual,N,Final,244700,218100,26700,10.9
Sonoma County,County,2011,Annual,N,Final,245100,220100,25000,10.2
Sonoma County,County,2012,Annual,N,Final,245600,223700,21800,8.9
Sonoma County,County,2013,Annual,N,Final,249200,231400,17900,7.2
Sonoma County,County,2014,Annual,N,Final,255800,241300,14500,5.7
Sonoma County,County,2015,Annual,N,Final,257800,246200,11600,4.5
Sonoma County,County,2016,Annual,N,Final,257500,247100,10400,4.0
Sonoma County,County,2017,Annual,N,Final,258200,249300,8800,3.4
Sonoma County,County,2018,Annual,N,Final,258200,251000,7200,2.8
Sonoma County,County,2019,Annual,N,Final,255100,248100,7000,2.7
Sonoma County,County,2020,Annual,N,Final,243600,223900,19700,8.1
Sonoma County,County,2021,Annual,N,Final,240900,227500,13500,5.6
Sonoma County,County,2022,Annual,N,Final,244500,236700,7800,3.2
Sonoma County,County,2023,Annual,N,Final,246600,237800,8800,3.6
Sonoma County,County,2024,Annual,N,Final,246600,236500,10200,4.1
Stanislaus County,County,1990,Annual,N,Final,180600,159200,21400,11.8
Stanislaus County,County,1991,Annual,N,Final,183700,156300,27400,14.9
Stanislaus County,County,1992,Annual,N,Final,191900,160100,31800,16.6
Stanislaus County,County,1993,Annual,N,Final,194000,161300,32700,16.9
Stanislaus County,County,1994,Annual,N,Final,193300,162400,30900,16.0
Stanislaus County,County,1995,Annual,N,Final,192100,162300,29700,15.5
Stanislaus County,County,1996,Annual,N,Final,194600,166500,28100,14.4
Stanislaus County,County,1997,Annual,N,Final,197900,171600,26300,13.3
Stanislaus County,County,1998,Annual,N,Final,201400,176700,24700,12.3
Stanislaus County,County,1999,Annual,N,Final,202200,180600,21500,10.7
Stanislaus County,County,2000,Annual,N,Final,207900,191800,16000,7.7
Stanislaus County,County,2001,Annual,N,Final,214400,196400,18000,8.4
Stanislaus County,County,2002,Annual,N,Final,219700,198300,21400,9.7
Stanislaus County,County,2003,Annual,N,Final,222600,200400,22200,10.0
Stanislaus County,County,2004,Annual,N,Final,224500,203800,20700,9.2
Stanislaus County,County,2005,Annual,N,Final,228000,208900,19100,8.4
Stanislaus County,County,2006,Annual,N,Final,226100,208100,18000,7.9
Stanislaus County,County,2007,Annual,N,Final,229100,209300,19700,8.6
Stanislaus County,County,2008,Annual,N,Final,234100,208200,25900,11.1
Stanislaus County,County,2009,Annual,N,Final,237800,199700,38100,16.0
Stanislaus County,County,2010,Annual,N,Final,243700,202100,41600,17.1
Stanislaus County,County,2011,Annual,N,Final,241400,201600,39800,16.5
Stanislaus County,County,2012,Annual,N,Final,241300,205300,36100,14.9
Stanislaus County,County,2013,Annual,N,Final,240400,209000,31400,13.1
Stanislaus County,County,2014,Annual,N,Final,240500,213300,27200,11.3
Stanislaus County,County,2015,Annual,N,Final,241100,218100,23000,9.5
Stanislaus County,County,2016,Annual,N,Final,243600,222500,21000,8.6
Stanislaus County,County,2017,Annual,N,Final,243500,225300,18300,7.5
Stanislaus County,County,2018,Annual,N,Final,244400,228700,15800,6.4
Stanislaus County,County,2019,Annual,N,Final,244500,229600,14900,6.1
Stanislaus County,County,2020,Annual,N,Final,244300,217900,26400,10.8
Stanislaus County,County,2021,Annual,N,Final,243000,222900,20100,8.3
Stanislaus County,County,2022,Annual,N,Final,245100,231700,13300,5.4
Stanislaus County,County,2023,Annual,N,Final,249300,233600,15700,6.3
Stanislaus County,County,2024,Annual,N,Final,253600,236200,17500,6.9
Sutter County,County,1990,Annual,N,Final,33200,28500,4700,14.1
Sutter County,County,1991,Annual,N,Final,34600,28700,5900,17.1
Sutter County,County,1992,Annual,N,Final,34100,27400,6700,19.7
Sutter County,County,1993,Annual,N,Final,34700,28100,6500,18.8
Sutter County,County,1994,Annual,N,Final,34000,28300,5700,16.8
Sutter County,County,1995,Annual,N,Final,34200,28400,5900,17.2
Sutter County,County,1996,Annual,N,Final,34200,28700,5500,16.1
Sutter County,County,1997,Annual,N,Final,35300,29900,5400,15.2
Sutter County,County,1998,Annual,N,Final,35400,29900,5500,15.6
Sutter County,County,1999,Annual,N,Final,35600,30900,4700,13.1
Sutter County,County,2000,Annual,N,Final,37900,34300,3500,9.3
Sutter County,County,2001,Annual,N,Final,38500,34700,3800,9.8
Sutter County,County,2002,Annual,N,Final,39200,34800,4300,11.1
Sutter County,County,2003,Annual,N,Final,39600,35100,4500,11.3
Sutter County,County,2004,Annual,N,Final,40200,35900,4300,10.6
Sutter County,County,2005,Annual,N,Final,40200,36400,3900,9.6
Sutter County,County,2006,Annual,N,Final,40700,37100,3600,8.9
Sutter County,County,2007,Annual,N,Final,41400,37400,4000,9.6
Sutter County,County,2008,Annual,N,Final,41500,36400,5100,12.3
Sutter County,County,2009,Annual,N,Final,42500,35300,7200,17.0
Sutter County,County,2010,Annual,N,Final,46100,37500,8500,18.5
Sutter County,County,2011,Annual,N,Final,45800,37400,8300,18.2
Sutter County,County,2012,Annual,N,Final,45400,37800,7700,16.9
Sutter County,County,2013,Annual,N,Final,44700,38100,6600,14.8
Sutter County,County,2014,Annual,N,Final,44300,38600,5700,12.8
Sutter County,County,2015,Annual,N,Final,44700,39900,4800,10.7
Sutter County,County,2016,Annual,N,Final,44000,39600,4400,10.0
Sutter County,County,2017,Annual,N,Final,44100,40200,4000,9.0
Sutter County,County,2018,Annual,N,Final,44000,40500,3400,7.8
Sutter County,County,2019,Annual,N,Final,44600,41200,3400,7.6
Sutter County,County,2020,Annual,N,Final,44600,39400,5200,11.6
Sutter County,County,2021,Annual,N,Final,44100,40000,4100,9.3
Sutter County,County,2022,Annual,N,Final,44400,41300,3100,7.0
Sutter County,County,2023,Annual,N,Final,44900,41300,3600,8.1
Sutter County,County,2024,Annual,N,Final,45800,41800,3900,8.6
Tehama County,County,1990,Annual,N,Final,19940,17950,1990,10.0
Tehama County,County,1991,Annual,N,Final,21220,18750,2470,11.6
Tehama County,County,1992,Annual,N,Final,23030,20050,2980,12.9
Tehama County,County,1993,Annual,N,Final,23300,20230,3070,13.2
Tehama County,County,1994,Annual,N,Final,23870,21150,2720,11.4
Tehama County,County,1995,Annual,N,Final,23040,20430,2610,11.3
Tehama County,County,1996,Annual,N,Final,22860,20400,2460,10.8
Tehama County,County,1997,Annual,N,Final,24000,21780,2220,9.3
Tehama County,County,1998,Annual,N,Final,23950,21850,2090,8.7
Tehama County,County,1999,Annual,N,Final,24160,22520,1640,6.8
Tehama County,County,2000,Annual,N,Final,23630,22100,1530,6.5
Tehama County,County,2001,Annual,N,Final,24580,22970,1620,6.6
Tehama County,County,2002,Annual,N,Final,25560,23700,1850,7.2
Tehama County,County,2003,Annual,N,Final,25700,23710,1990,7.8
Tehama County,County,2004,Annual,N,Final,25390,23510,1880,7.4
Tehama County,County,2005,Annual,N,Final,25350,23620,1740,6.8
Tehama County,County,2006,Annual,N,Final,25250,23620,1630,6.5
Tehama County,County,2007,Annual,N,Final,25100,23300,1800,7.2
